Id,Weekly_Sales
12_94_2013-06-07,351.87
12_94_2013-06-14,696.7
12_94_2013-06-28,134.28
12_94_2013-07-05,266.08500000000004
12_95_2012-11-02,46086.03333333333
12_95_2012-11-09,44991.520000000004
12_95_2012-11-16,44108.579999999994
12_95_2012-11-23,48100.33
12_95_2012-11-30,45981.956666666665
12_95_2012-12-07,43821.479999999996
12_95_2012-12-14,41924.34
12_95_2012-12-21,50450.88
12_95_2012-12-28,45753.995
12_95_2013-01-04,40570.86666666667
12_95_2013-01-11,40570.86666666667
12_95_2013-01-18,40570.86666666667
12_95_2013-01-25,40570.86666666667
12_95_2013-02-01,34625.33
12_95_2013-02-08,40570.86666666667
12_95_2013-02-15,40570.86666666667
12_95_2013-02-22,41901.416666666664
12_95_2013-03-01,40570.86666666667
12_95_2013-03-08,40570.86666666667
12_95_2013-03-15,40570.86666666667
12_95_2013-03-22,45889.465
12_95_2013-03-29,41109.57
12_95_2013-04-05,42698.59666666667
12_95_2013-04-12,40570.86666666667
12_95_2013-04-19,43416.935
12_95_2013-04-26,45854.41
12_95_2013-05-03,50465.62
12_95_2013-05-10,47308.01666666667
12_95_2013-05-17,46582.8
12_95_2013-05-24,52390.73333333334
12_95_2013-05-31,47468.995
12_95_2013-06-07,42783.51
12_95_2013-06-14,40570.86666666667
12_95_2013-06-21,47171.33
12_95_2013-06-28,53059.485
12_95_2013-07-05,52803.44
12_95_2013-07-12,49284.97666666666
12_95_2013-07-19,53467.515
12_95_2013-07-26,50181.76
12_96_2012-11-09,24881.3
12_96_2012-11-16,18947.195
12_96_2012-11-30,25712.333333333332
12_96_2012-12-14,18042.58
12_96_2012-12-21,24516.620000000003
12_96_2012-12-28,22956.48
12_96_2013-03-01,18042.58
12_96_2013-04-12,17099.875
12_97_2012-11-02,2577.83
12_97_2012-11-09,2774.425
12_97_2012-11-16,2459.655
12_97_2012-11-23,2910.15
12_97_2012-11-30,2455.48
12_97_2012-12-07,2535.965
12_97_2012-12-14,2436.01
12_97_2012-12-21,2782.09
12_97_2012-12-28,2654.5333333333333
12_97_2013-01-04,2248.385
12_97_2013-01-11,2248.385
12_97_2013-01-18,2248.385
12_97_2013-01-25,2664.47
12_97_2013-02-01,2248.385
12_97_2013-02-08,2654.5333333333333
12_97_2013-02-15,2275.365
12_97_2013-02-22,2541.2533333333336
12_97_2013-03-01,2248.385
12_97_2013-03-08,2173.47
12_97_2013-03-15,2266.8
12_97_2013-03-22,2384.8766666666666
12_97_2013-03-29,2181.976666666667
12_97_2013-04-05,2248.385
12_97_2013-04-12,2171.87
12_97_2013-04-19,2248.385
12_97_2013-04-26,2337.1949999999997
12_97_2013-05-03,2169.46
12_97_2013-05-10,2258.7566666666667
12_97_2013-05-17,2386.495
12_97_2013-05-24,2670.65
12_97_2013-05-31,2289.015
12_97_2013-06-07,2248.385
12_97_2013-06-14,1998.72
12_97_2013-06-21,2640.5433333333335
12_97_2013-06-28,2713.3033333333333
12_97_2013-07-05,2532.88
12_97_2013-07-12,2468.996666666667
12_97_2013-07-19,2596.5533333333333
12_97_2013-07-26,2646.83
12_98_2012-11-02,565.5433333333334
12_98_2012-11-09,565.5433333333334
12_98_2012-11-16,565.5433333333334
12_98_2012-11-23,565.5433333333334
12_98_2012-11-30,565.5433333333334
12_98_2012-12-07,565.5433333333334
12_98_2012-12-14,565.5433333333334
12_98_2012-12-21,436.855
12_98_2012-12-28,565.5433333333334
12_98_2013-01-04,565.5433333333334
12_98_2013-01-11,565.5433333333334
12_98_2013-01-18,565.5433333333334
12_98_2013-01-25,565.5433333333334
12_98_2013-02-01,565.5433333333334
12_98_2013-02-08,565.5433333333334
12_98_2013-02-15,565.5433333333334
12_98_2013-02-22,565.5433333333334
12_98_2013-03-01,1353.9
12_98_2013-03-08,965.3233333333333
12_98_2013-03-15,565.5433333333334
12_98_2013-03-22,565.5433333333334
12_98_2013-03-29,565.5433333333334
12_98_2013-04-05,565.5433333333334
12_98_2013-04-12,565.5433333333334
12_98_2013-04-19,565.5433333333334
12_98_2013-04-26,565.5433333333334
12_98_2013-05-03,565.5433333333334
12_98_2013-05-10,565.5433333333334
12_98_2013-05-17,565.5433333333334
12_98_2013-05-24,565.5433333333334
12_98_2013-05-31,565.5433333333334
12_98_2013-06-07,565.5433333333334
12_98_2013-06-14,565.5433333333334
12_98_2013-06-21,565.5433333333334
12_98_2013-06-28,347.52
12_98_2013-07-05,348.19
12_98_2013-07-12,565.5433333333334
12_98_2013-07-19,565.5433333333334
12_98_2013-07-26,565.5433333333334
12_99_2012-12-14,1361.3799999999999
12_99_2013-02-22,3083.7200000000003
12_99_2013-07-05,2992.6666666666665
12_99_2013-07-12,1482.0
12_99_2013-07-19,1397.205
12_99_2013-07-26,1379.42
13_1_2012-11-02,36745.845
13_1_2012-11-09,36745.845
13_1_2012-11-16,36745.845
13_1_2012-11-23,36745.845
13_1_2012-11-30,36745.845
13_1_2012-12-07,36745.845
13_1_2012-12-14,36745.845
13_1_2012-12-21,36745.845
13_1_2012-12-28,36745.845
13_1_2013-01-04,36745.845
13_1_2013-01-11,36745.845
13_1_2013-01-18,36745.845
13_1_2013-01-25,24911.84
13_1_2013-02-01,36745.845
13_1_2013-02-08,36745.845
13_1_2013-02-15,36745.845
13_1_2013-02-22,41444.71
13_1_2013-03-01,57911.49
13_1_2013-03-08,73946.67
13_1_2013-03-15,36745.845
13_1_2013-03-22,36745.845
13_1_2013-03-29,36745.845
13_1_2013-04-05,44355.175
13_1_2013-04-12,57031.06
13_1_2013-04-19,61448.935
13_1_2013-04-26,150715.44
13_1_2013-05-03,46655.79
13_1_2013-05-10,154137.88
13_1_2013-05-17,27969.13
13_1_2013-05-24,36745.845
13_1_2013-05-31,36745.845
13_1_2013-06-07,36745.845
13_1_2013-06-14,36745.845
13_1_2013-06-21,36745.845
13_1_2013-06-28,36745.845
13_1_2013-07-05,36745.845
13_1_2013-07-12,36745.845
13_1_2013-07-19,36745.845
13_1_2013-07-26,36745.845
13_2_2012-11-02,78366.01
13_2_2012-11-09,78833.03
13_2_2012-11-16,76452.57
13_2_2012-11-23,73241.53666666667
13_2_2012-11-30,74686.93
13_2_2012-12-07,80919.57
13_2_2012-12-14,81948.1
13_2_2012-12-21,78847.775
13_2_2012-12-28,77865.04666666668
13_2_2013-01-04,75076.17
13_2_2013-01-11,75076.17
13_2_2013-01-18,75076.17
13_2_2013-01-25,73243.4
13_2_2013-02-01,68378.96
13_2_2013-02-08,73241.53666666667
13_2_2013-02-15,67075.85500000001
13_2_2013-02-22,75356.76000000001
13_2_2013-03-01,75076.17
13_2_2013-03-08,76277.08499999999
13_2_2013-03-15,79672.74
13_2_2013-03-22,78487.745
13_2_2013-03-29,73904.95999999999
13_2_2013-04-05,75076.17
13_2_2013-04-12,73014.295
13_2_2013-04-19,74603.43333333333
13_2_2013-04-26,72383.185
13_2_2013-05-03,75076.17
13_2_2013-05-10,75830.34
13_2_2013-05-17,72778.03
13_2_2013-05-24,78399.23333333332
13_2_2013-05-31,71876.045
13_2_2013-06-07,75076.17
13_2_2013-06-14,72971.12000000001
13_2_2013-06-21,75076.17
13_2_2013-06-28,76939.15000000001
13_2_2013-07-05,76796.59999999999
13_2_2013-07-12,72152.315
13_2_2013-07-19,79395.31
13_2_2013-07-26,79557.88
13_3_2012-11-02,30903.95
13_3_2012-11-09,36432.755
13_3_2012-11-16,36003.12333333333
13_3_2012-11-23,49061.8
13_3_2012-11-30,52370.455
13_3_2012-12-07,82832.38666666666
13_3_2012-12-14,105247.96666666666
13_3_2012-12-21,59815.20333333334
13_3_2012-12-28,26340.99
13_3_2013-01-04,22241.81
13_3_2013-01-11,22241.81
13_3_2013-01-18,22241.81
13_3_2013-01-25,29525.29
13_3_2013-02-01,24476.415
13_3_2013-02-08,26638.445
13_3_2013-02-15,22241.81
13_3_2013-02-22,21599.24
13_3_2013-03-01,22241.81
13_3_2013-03-08,22241.81
13_3_2013-03-15,22241.81
13_3_2013-03-22,22241.81
13_3_2013-03-29,22241.81
13_3_2013-04-05,22241.81
13_3_2013-04-12,22241.81
13_3_2013-04-19,22241.81
13_3_2013-04-26,22241.81
13_3_2013-05-03,22241.81
13_3_2013-05-10,22241.81
13_3_2013-05-17,22241.81
13_3_2013-05-24,22241.81
13_3_2013-05-31,22241.81
13_3_2013-06-07,22241.81
13_3_2013-06-14,22241.81
13_3_2013-06-21,22241.81
13_3_2013-06-28,22241.81
13_3_2013-07-05,22241.81
13_3_2013-07-12,22241.81
13_3_2013-07-19,22241.81
13_3_2013-07-26,22241.81
13_4_2012-11-02,43731.729999999996
13_4_2012-11-09,41928.22
13_4_2012-11-16,44283.78
13_4_2012-11-23,46669.85
13_4_2012-11-30,43576.246666666666
13_4_2012-12-07,45584.315
13_4_2012-12-14,46806.82
13_4_2012-12-21,47392.48
13_4_2012-12-28,41633.13
13_4_2013-01-04,41633.13
13_4_2013-01-11,41633.13
13_4_2013-01-18,41633.13
13_4_2013-01-25,41633.13
13_4_2013-02-01,41718.880000000005
13_4_2013-02-08,40524.92
13_4_2013-02-15,38167.59
13_4_2013-02-22,42732.11
13_4_2013-03-01,41633.13
13_4_2013-03-08,40667.325
13_4_2013-03-15,39011.215
13_4_2013-03-22,41337.64
13_4_2013-03-29,39171.043333333335
13_4_2013-04-05,38021.94666666666
13_4_2013-04-12,37058.57
13_4_2013-04-19,39912.69
13_4_2013-04-26,41633.13
13_4_2013-05-03,40160.829999999994
13_4_2013-05-10,43543.17
13_4_2013-05-17,39303.10333333334
13_4_2013-05-24,44497.74
13_4_2013-05-31,40735.285
13_4_2013-06-07,41633.13
13_4_2013-06-14,39832.815
13_4_2013-06-21,44855.073333333334
13_4_2013-06-28,41633.13
13_4_2013-07-05,44174.994999999995
13_4_2013-07-12,42468.225
13_4_2013-07-19,45774.205
13_4_2013-07-26,46575.170000000006
13_5_2012-11-02,49885.19
13_5_2012-11-09,49885.19
13_5_2012-11-16,49885.19
13_5_2012-11-23,49885.19
13_5_2012-11-30,49885.19
13_5_2012-12-07,49885.19
13_5_2012-12-14,49885.19
13_5_2012-12-21,49885.19
13_5_2012-12-28,49885.19
13_5_2013-01-04,49885.19
13_5_2013-01-11,49885.19
13_5_2013-01-18,49885.19
13_5_2013-01-25,49885.19
13_5_2013-02-01,49885.19
13_5_2013-02-08,49885.19
13_5_2013-02-15,49885.19
13_5_2013-02-22,49885.19
13_5_2013-03-01,60120.285
13_5_2013-03-08,73008.795
13_5_2013-03-15,53792.295
13_5_2013-03-22,56608.9
13_5_2013-03-29,49885.19
13_5_2013-04-05,63666.43
13_5_2013-04-12,49885.19
13_5_2013-04-19,66182.08499999999
13_5_2013-04-26,72816.935
13_5_2013-05-03,74344.55
13_5_2013-05-10,62650.77
13_5_2013-05-17,49885.19
13_5_2013-05-24,49885.19
13_5_2013-05-31,49885.19
13_5_2013-06-07,49885.19
13_5_2013-06-14,49885.19
13_5_2013-06-21,49885.19
13_5_2013-06-28,51509.05000000001
13_5_2013-07-05,58100.8
13_5_2013-07-12,49885.19
13_5_2013-07-19,49885.19
13_5_2013-07-26,49885.19
13_6_2012-11-02,6993.74
13_6_2012-11-09,6438.5233333333335
13_6_2012-11-16,6139.79
13_6_2012-11-23,7564.753333333334
13_6_2012-11-30,7340.986666666667
13_6_2012-12-07,7774.096666666667
13_6_2012-12-14,6717.010000000001
13_6_2012-12-21,6442.275
13_6_2012-12-28,5568.043333333334
13_6_2013-01-04,6438.5233333333335
13_6_2013-01-11,6438.5233333333335
13_6_2013-01-18,6438.5233333333335
13_6_2013-01-25,4359.28
13_6_2013-02-01,3765.17
13_6_2013-02-08,4533.68
13_6_2013-02-15,4401.355
13_6_2013-02-22,6299.009999999999
13_6_2013-03-01,6438.5233333333335
13_6_2013-03-08,6576.67
13_6_2013-03-15,4897.25
13_6_2013-03-22,6360.083333333333
13_6_2013-03-29,6735.34
13_6_2013-04-05,6226.719999999999
13_6_2013-04-12,6505.775
13_6_2013-04-19,5631.4
13_6_2013-04-26,7305.895
13_6_2013-05-03,6438.5233333333335
13_6_2013-05-10,7073.860000000001
13_6_2013-05-17,6958.576666666667
13_6_2013-05-24,11882.945
13_6_2013-05-31,10729.715
13_6_2013-06-07,7974.674999999999
13_6_2013-06-14,7427.416666666667
13_6_2013-06-21,9677.826666666666
13_6_2013-06-28,8771.313333333334
13_6_2013-07-05,10134.41
13_6_2013-07-12,9357.065
13_6_2013-07-19,8360.303333333333
13_6_2013-07-26,6699.906666666667
13_7_2012-11-02,56950.36666666666
13_7_2012-11-09,54511.926666666666
13_7_2012-11-16,49877.625
13_7_2012-11-23,49839.82
13_7_2012-11-30,46414.380000000005
13_7_2012-12-07,47802.64333333333
13_7_2012-12-14,45904.94
13_7_2012-12-21,45904.94
13_7_2012-12-28,47097.61
13_7_2013-01-04,45904.94
13_7_2013-01-11,45904.94
13_7_2013-01-18,45904.94
13_7_2013-01-25,45904.94
13_7_2013-02-01,25732.57
13_7_2013-02-08,29334.71
13_7_2013-02-15,25952.58
13_7_2013-02-22,32157.023333333334
13_7_2013-03-01,36139.24
13_7_2013-03-08,39547.03
13_7_2013-03-15,37008.45
13_7_2013-03-22,38329.125
13_7_2013-03-29,45904.94
13_7_2013-04-05,45904.94
13_7_2013-04-12,47820.825
13_7_2013-04-19,64296.13
13_7_2013-04-26,45904.94
13_7_2013-05-03,56705.19
13_7_2013-05-10,50236.21
13_7_2013-05-17,52335.15
13_7_2013-05-24,52564.829999999994
13_7_2013-05-31,55129.38
13_7_2013-06-07,50327.14
13_7_2013-06-14,53666.08500000001
13_7_2013-06-21,61791.979999999996
13_7_2013-06-28,73013.08666666667
13_7_2013-07-05,65321.636666666665
13_7_2013-07-12,70733.31
13_7_2013-07-19,76138.08666666667
13_7_2013-07-26,81998.59
13_8_2012-11-02,33950.58
13_8_2012-11-09,34846.66499999999
13_8_2012-11-16,33121.9
13_8_2012-11-23,34846.66499999999
13_8_2012-11-30,32084.305
13_8_2012-12-07,34846.66499999999
13_8_2012-12-14,33947.415
13_8_2012-12-21,34846.66499999999
13_8_2012-12-28,34846.66499999999
13_8_2013-01-04,34846.66499999999
13_8_2013-01-11,34846.66499999999
13_8_2013-01-18,34846.66499999999
13_8_2013-01-25,34846.66499999999
13_8_2013-02-01,34846.66499999999
13_8_2013-02-08,34846.66499999999
13_8_2013-02-15,33594.55
13_8_2013-02-22,39726.57
13_8_2013-03-01,34846.66499999999
13_8_2013-03-08,34846.66499999999
13_8_2013-03-15,34846.66499999999
13_8_2013-03-22,39847.0
13_8_2013-03-29,34846.66499999999
13_8_2013-04-05,34846.66499999999
13_8_2013-04-12,34846.66499999999
13_8_2013-04-19,37411.02333333334
13_8_2013-04-26,37276.24333333333
13_8_2013-05-03,34846.66499999999
13_8_2013-05-10,34846.66499999999
13_8_2013-05-17,34391.685
13_8_2013-05-24,34846.66499999999
13_8_2013-05-31,33487.64
13_8_2013-06-07,33802.625
13_8_2013-06-14,34846.66499999999
13_8_2013-06-21,34846.66499999999
13_8_2013-06-28,34846.66499999999
13_8_2013-07-05,34846.66499999999
13_8_2013-07-12,34252.83
13_8_2013-07-19,34846.66499999999
13_8_2013-07-26,34692.235
13_9_2012-11-02,62812.10666666667
13_9_2012-11-09,63398.81
13_9_2012-11-16,61557.93666666667
13_9_2012-11-23,57541.543333333335
13_9_2012-11-30,54494.67999999999
13_9_2012-12-07,52688.83
13_9_2012-12-14,42053.645000000004
13_9_2012-12-21,50031.26
13_9_2012-12-28,36814.805
13_9_2013-01-04,36814.805
13_9_2013-01-11,36814.805
13_9_2013-01-18,36814.805
13_9_2013-01-25,36814.805
13_9_2013-02-01,36814.805
13_9_2013-02-08,36814.805
13_9_2013-02-15,36814.805
13_9_2013-02-22,36814.805
13_9_2013-03-01,36814.805
13_9_2013-03-08,36814.805
13_9_2013-03-15,36814.805
13_9_2013-03-22,36814.805
13_9_2013-03-29,36814.805
13_9_2013-04-05,36814.805
13_9_2013-04-12,36814.805
13_9_2013-04-19,36814.805
13_9_2013-04-26,36814.805
13_9_2013-05-03,36153.16333333334
13_9_2013-05-10,41509.06
13_9_2013-05-17,39725.03333333333
13_9_2013-05-24,40770.11
13_9_2013-05-31,44777.19
13_9_2013-06-07,44014.51666666666
13_9_2013-06-14,52495.51
13_9_2013-06-21,59716.08
13_9_2013-06-28,60084.70333333333
13_9_2013-07-05,66152.26
13_9_2013-07-12,70626.24
13_9_2013-07-19,73121.41
13_9_2013-07-26,71642.75333333334
13_10_2012-11-02,33976.03333333333
13_10_2012-11-09,35657.270000000004
13_10_2012-11-16,34338.125
13_10_2012-11-23,33785.18666666667
13_10_2012-11-30,31998.75
13_10_2012-12-07,32099.58
13_10_2012-12-14,28116.32
13_10_2012-12-21,33064.24
13_10_2012-12-28,30212.325
13_10_2013-01-04,29834.18
13_10_2013-01-11,29834.18
13_10_2013-01-18,29834.18
13_10_2013-01-25,21345.36
13_10_2013-02-01,22057.91
13_10_2013-02-08,21050.49
13_10_2013-02-15,22887.17
13_10_2013-02-22,21991.553333333333
13_10_2013-03-01,22554.12
13_10_2013-03-08,26151.815
13_10_2013-03-15,25299.795
13_10_2013-03-22,29278.51
13_10_2013-03-29,26438.714999999997
13_10_2013-04-05,28190.443333333333
13_10_2013-04-12,25277.72
13_10_2013-04-19,26682.710000000003
13_10_2013-04-26,29834.18
13_10_2013-05-03,24976.396666666667
13_10_2013-05-10,27213.193333333333
13_10_2013-05-17,25512.95
13_10_2013-05-24,28845.2
13_10_2013-05-31,26960.38333333333
13_10_2013-06-07,27321.2
13_10_2013-06-14,30781.62
13_10_2013-06-21,31830.61666666667
13_10_2013-06-28,32123.63
13_10_2013-07-05,32150.85
13_10_2013-07-12,36450.119999999995
13_10_2013-07-19,37035.175
13_10_2013-07-26,33812.73
13_11_2012-11-02,23938.71
13_11_2012-11-09,22368.754999999997
13_11_2012-11-16,17222.563333333335
13_11_2012-11-23,23269.635000000002
13_11_2012-11-30,17222.563333333335
13_11_2012-12-07,17222.563333333335
13_11_2012-12-14,17222.563333333335
13_11_2012-12-21,17222.563333333335
13_11_2012-12-28,17222.563333333335
13_11_2013-01-04,17222.563333333335
13_11_2013-01-11,17222.563333333335
13_11_2013-01-18,17222.563333333335
13_11_2013-01-25,24223.989999999998
13_11_2013-02-01,17222.563333333335
13_11_2013-02-08,17222.563333333335
13_11_2013-02-15,17222.563333333335
13_11_2013-02-22,17222.563333333335
13_11_2013-03-01,17222.563333333335
13_11_2013-03-08,17222.563333333335
13_11_2013-03-15,17222.563333333335
13_11_2013-03-22,17222.563333333335
13_11_2013-03-29,17222.563333333335
13_11_2013-04-05,17222.563333333335
13_11_2013-04-12,17222.563333333335
13_11_2013-04-19,17222.563333333335
13_11_2013-04-26,17222.563333333335
13_11_2013-05-03,17222.563333333335
13_11_2013-05-10,17222.563333333335
13_11_2013-05-17,17222.563333333335
13_11_2013-05-24,17222.563333333335
13_11_2013-05-31,17222.563333333335
13_11_2013-06-07,17222.563333333335
13_11_2013-06-14,18493.573333333334
13_11_2013-06-21,20276.0
13_11_2013-06-28,24597.573333333334
13_11_2013-07-05,19811.98
13_11_2013-07-12,23853.413333333334
13_11_2013-07-19,27987.455
13_11_2013-07-26,24032.16
13_12_2012-11-02,9392.330000000002
13_12_2012-11-09,9011.286666666667
13_12_2012-11-16,9136.28
13_12_2012-11-23,9209.513333333334
13_12_2012-11-30,8498.71
13_12_2012-12-07,8688.283333333333
13_12_2012-12-14,8149.72
13_12_2012-12-21,7840.583333333333
13_12_2012-12-28,9139.403333333334
13_12_2013-01-04,8498.71
13_12_2013-01-11,8498.71
13_12_2013-01-18,8498.71
13_12_2013-01-25,5918.86
13_12_2013-02-01,5556.77
13_12_2013-02-08,6257.58
13_12_2013-02-15,6314.2
13_12_2013-02-22,6364.793333333332
13_12_2013-03-01,6290.72
13_12_2013-03-08,6597.959999999999
13_12_2013-03-15,7913.533333333333
13_12_2013-03-22,7559.59
13_12_2013-03-29,7684.086666666667
13_12_2013-04-05,7951.790000000001
13_12_2013-04-12,8193.61
13_12_2013-04-19,7068.51
13_12_2013-04-26,8429.685000000001
13_12_2013-05-03,7401.895
13_12_2013-05-10,8021.92
13_12_2013-05-17,7270.63
13_12_2013-05-24,8246.869999999999
13_12_2013-05-31,8274.495
13_12_2013-06-07,7717.745
13_12_2013-06-14,8498.71
13_12_2013-06-21,10096.01
13_12_2013-06-28,9134.185000000001
13_12_2013-07-05,8498.71
13_12_2013-07-12,9288.883333333333
13_12_2013-07-19,8731.11
13_12_2013-07-26,9193.896666666666
13_13_2012-11-02,50208.22
13_13_2012-11-09,50208.22
13_13_2012-11-16,50208.22
13_13_2012-11-23,53233.18
13_13_2012-11-30,50208.22
13_13_2012-12-07,51728.833333333336
13_13_2012-12-14,51348.994999999995
13_13_2012-12-21,50208.22
13_13_2012-12-28,54890.619999999995
13_13_2013-01-04,50208.22
13_13_2013-01-11,50208.22
13_13_2013-01-18,50208.22
13_13_2013-01-25,51881.15
13_13_2013-02-01,50208.22
13_13_2013-02-08,43973.45
13_13_2013-02-15,50208.22
13_13_2013-02-22,51049.68
13_13_2013-03-01,50208.22
13_13_2013-03-08,50208.22
13_13_2013-03-15,49493.28
13_13_2013-03-22,52568.985
13_13_2013-03-29,50208.22
13_13_2013-04-05,50208.22
13_13_2013-04-12,50208.22
13_13_2013-04-19,50208.22
13_13_2013-04-26,50208.22
13_13_2013-05-03,50208.22
13_13_2013-05-10,50208.22
13_13_2013-05-17,50208.22
13_13_2013-05-24,50208.22
13_13_2013-05-31,50208.22
13_13_2013-06-07,50208.22
13_13_2013-06-14,43568.425
13_13_2013-06-21,50208.22
13_13_2013-06-28,50208.22
13_13_2013-07-05,50208.22
13_13_2013-07-12,50208.22
13_13_2013-07-19,50208.22
13_13_2013-07-26,50208.22
13_14_2012-11-02,20962.27666666667
13_14_2012-11-09,22142.04
13_14_2012-11-16,21306.593333333334
13_14_2012-11-23,21519.84
13_14_2012-11-30,22142.04
13_14_2012-12-07,22142.04
13_14_2012-12-14,24638.440000000002
13_14_2012-12-21,25654.72
13_14_2012-12-28,22142.04
13_14_2013-01-04,22142.04
13_14_2013-01-11,22142.04
13_14_2013-01-18,22142.04
13_14_2013-01-25,22142.04
13_14_2013-02-01,22142.04
13_14_2013-02-08,21258.745000000003
13_14_2013-02-15,19468.195
13_14_2013-02-22,22142.04
13_14_2013-03-01,26765.07666666667
13_14_2013-03-08,25019.58
13_14_2013-03-15,22142.04
13_14_2013-03-22,26867.056666666667
13_14_2013-03-29,25677.176666666666
13_14_2013-04-05,22142.04
13_14_2013-04-12,22142.04
13_14_2013-04-19,22142.04
13_14_2013-04-26,22142.04
13_14_2013-05-03,22142.04
13_14_2013-05-10,22142.04
13_14_2013-05-17,22142.04
13_14_2013-05-24,25967.755
13_14_2013-05-31,27682.775
13_14_2013-06-07,25515.966666666664
13_14_2013-06-14,25206.193333333333
13_14_2013-06-21,25444.923333333336
13_14_2013-06-28,22142.04
13_14_2013-07-05,22142.04
13_14_2013-07-12,19993.24
13_14_2013-07-19,22142.04
13_14_2013-07-26,19082.36
13_16_2012-11-02,36823.685
13_16_2012-11-09,30572.51
13_16_2012-11-16,28133.406666666666
13_16_2012-11-23,26935.8
13_16_2012-11-30,22743.266666666666
13_16_2012-12-07,18172.949999999997
13_16_2012-12-14,16411.693333333333
13_16_2012-12-21,18543.98
13_16_2012-12-28,14790.986666666666
13_16_2013-01-04,10876.029999999999
13_16_2013-01-11,10876.029999999999
13_16_2013-01-18,10876.029999999999
13_16_2013-01-25,10876.029999999999
13_16_2013-02-01,10876.029999999999
13_16_2013-02-08,10876.029999999999
13_16_2013-02-15,10876.029999999999
13_16_2013-02-22,10876.029999999999
13_16_2013-03-01,10876.029999999999
13_16_2013-03-08,10876.029999999999
13_16_2013-03-15,10876.029999999999
13_16_2013-03-22,10876.029999999999
13_16_2013-03-29,9481.086666666668
13_16_2013-04-05,16256.285
13_16_2013-04-12,12486.48
13_16_2013-04-19,25109.405
13_16_2013-04-26,19241.54
13_16_2013-05-03,32276.41333333333
13_16_2013-05-10,30782.73
13_16_2013-05-17,57042.96
13_16_2013-05-24,50628.66
13_16_2013-05-31,54186.88333333333
13_16_2013-06-07,54623.4
13_16_2013-06-14,46477.165
13_16_2013-06-21,52640.03
13_16_2013-06-28,52340.35
13_16_2013-07-05,54943.115000000005
13_16_2013-07-12,49772.34333333333
13_16_2013-07-19,46343.93
13_16_2013-07-26,47536.880000000005
13_17_2012-11-02,18046.3
13_17_2012-11-09,18046.3
13_17_2012-11-16,18046.3
13_17_2012-11-23,19238.929999999997
13_17_2012-11-30,18046.3
13_17_2012-12-07,18046.3
13_17_2012-12-14,17331.58
13_17_2012-12-21,16498.7
13_17_2012-12-28,18683.800000000003
13_17_2013-01-04,18046.3
13_17_2013-01-11,18046.3
13_17_2013-01-18,18046.3
13_17_2013-01-25,18046.3
13_17_2013-02-01,18046.3
13_17_2013-02-08,19238.929999999997
13_17_2013-02-15,18046.3
13_17_2013-02-22,19627.91
13_17_2013-03-01,18046.3
13_17_2013-03-08,22458.010000000002
13_17_2013-03-15,17857.12
13_17_2013-03-22,20221.864999999998
13_17_2013-03-29,21529.54
13_17_2013-04-05,18308.23
13_17_2013-04-12,18046.3
13_17_2013-04-19,18046.3
13_17_2013-04-26,18046.3
13_17_2013-05-03,18046.3
13_17_2013-05-10,18046.3
13_17_2013-05-17,18046.3
13_17_2013-05-24,19564.66
13_17_2013-05-31,18540.260000000002
13_17_2013-06-07,18046.3
13_17_2013-06-14,18046.3
13_17_2013-06-21,18046.3
13_17_2013-06-28,18046.3
13_17_2013-07-05,18046.3
13_17_2013-07-12,18046.3
13_17_2013-07-19,18046.3
13_17_2013-07-26,18046.3
13_18_2012-11-02,7045.045
13_18_2012-11-09,7045.045
13_18_2012-11-16,7045.045
13_18_2012-11-23,7045.045
13_18_2012-11-30,7045.045
13_18_2012-12-07,7045.045
13_18_2012-12-14,7045.045
13_18_2012-12-21,7045.045
13_18_2012-12-28,7045.045
13_18_2013-01-04,7045.045
13_18_2013-01-11,7045.045
13_18_2013-01-18,7045.045
13_18_2013-01-25,9591.97
13_18_2013-02-01,7045.045
13_18_2013-02-08,7045.045
13_18_2013-02-15,7045.045
13_18_2013-02-22,7944.085000000001
13_18_2013-03-01,20156.829999999998
13_18_2013-03-08,25988.85
13_18_2013-03-15,7045.045
13_18_2013-03-22,7045.045
13_18_2013-03-29,7045.045
13_18_2013-04-05,7045.045
13_18_2013-04-12,7043.43
13_18_2013-04-19,18208.47
13_18_2013-04-26,24153.16
13_18_2013-05-03,13596.38
13_18_2013-05-10,21049.539999999997
13_18_2013-05-17,10224.74
13_18_2013-05-24,7045.045
13_18_2013-05-31,7045.045
13_18_2013-06-07,7045.045
13_18_2013-06-14,7045.045
13_18_2013-06-21,7045.045
13_18_2013-06-28,7045.045
13_18_2013-07-05,7045.045
13_18_2013-07-19,7045.045
13_19_2012-11-02,3795.6266666666666
13_19_2012-11-09,4507.135
13_19_2012-11-16,3795.6266666666666
13_19_2012-11-23,4181.795
13_19_2012-11-30,3279.94
13_19_2012-12-07,3723.15
13_19_2012-12-14,2928.455
13_19_2012-12-21,3217.14
13_19_2012-12-28,4930.54
13_19_2013-01-04,3795.6266666666666
13_19_2013-01-11,3795.6266666666666
13_19_2013-01-18,3795.6266666666666
13_19_2013-01-25,3089.06
13_19_2013-02-01,3055.465
13_19_2013-02-08,2677.78
13_19_2013-02-15,3735.9849999999997
13_19_2013-02-22,3795.6266666666666
13_19_2013-03-01,3795.6266666666666
13_19_2013-03-08,3628.245
13_19_2013-03-15,4314.58
13_19_2013-03-22,4666.495
13_19_2013-03-29,3795.6266666666666
13_19_2013-04-05,3473.2
